#  NACA 0008                                       
#  alpha =   3.0000
#  Mach  =   0.0000
#  Reyn  = 20000000
#  Ncrit =   9.0000
#
#    x           cf
   0.231948E-02  0.160452E-04
   0.164397E-02  0.812278E-03
   0.108641E-02  0.180856E-02
   0.646155E-03  0.303658E-02
   0.321883E-03  0.433698E-02
   0.111779E-03  0.564986E-02
   0.120728E-04  0.668580E-02
   0.120728E-04  0.753299E-02
   0.111779E-03  0.801204E-02
   0.321883E-03  0.799316E-02
   0.646155E-03  0.763641E-02
   0.108641E-02  0.693935E-02
   0.164397E-02  0.614933E-02
   0.231948E-02  0.532225E-02
   0.311585E-02  0.453913E-02
   0.403893E-02  0.385381E-02
   0.509835E-02  0.324886E-02
   0.630819E-02  0.273188E-02
   0.768782E-02  0.230006E-02
   0.926301E-02  0.193705E-02
   0.110672E-01  0.163157E-02
   0.131423E-01  0.137716E-02
   0.155399E-01  0.116619E-02
   0.183217E-01  0.992254E-03
   0.215547E-01  0.850809E-03
   0.253000E-01  0.739924E-03
   0.295993E-01  0.667103E-03
   0.344585E-01  0.882390E-03
   0.398401E-01  0.537391E-02
   0.456704E-01  0.703325E-02
   0.518608E-01  0.667030E-02
   0.583278E-01  0.616725E-02
   0.650030E-01  0.581503E-02
   0.718352E-01  0.555696E-02
   0.787879E-01  0.535112E-02
   0.858350E-01  0.517750E-02
   0.929576E-01  0.502636E-02
   0.100142      0.489239E-02
   0.107379      0.477217E-02
   0.114659      0.466334E-02
   0.121977      0.456406E-02
   0.129328      0.447292E-02
   0.136707      0.438878E-02
   0.144112      0.431070E-02
   0.151539      0.423791E-02
   0.158986      0.416976E-02
   0.166451      0.410571E-02
   0.173932      0.404531E-02
   0.181429      0.398817E-02
   0.188938      0.393396E-02
   0.196460      0.388238E-02
   0.203994      0.383320E-02
   0.211537      0.378619E-02
   0.219090      0.374117E-02
   0.226653      0.369796E-02
   0.234223      0.365643E-02
   0.241801      0.361645E-02
   0.249386      0.357789E-02
   0.256978      0.354066E-02
   0.264575      0.350466E-02
   0.272179      0.346981E-02
   0.279788      0.343604E-02
   0.287403      0.340328E-02
   0.295022      0.337146E-02
   0.302646      0.334054E-02
   0.310274      0.331045E-02
   0.317906      0.328116E-02
   0.325542      0.325262E-02
   0.333181      0.322479E-02
   0.340824      0.319763E-02
   0.348471      0.317111E-02
   0.356120      0.314521E-02
   0.363773      0.311988E-02
   0.371428      0.309511E-02
   0.379086      0.307087E-02
   0.386746      0.304714E-02
