#  NACA 0008                                       
#  alpha =   4.0000
#  Mach  =   0.0000
#  Reyn  = 20000000
#  Ncrit =   8.0000
#
#    x           cf
   0.403893E-02  0.719236E-04
   0.311585E-02  0.723943E-03
   0.231948E-02  0.152145E-02
   0.164397E-02  0.263752E-02
   0.108641E-02  0.387001E-02
   0.646155E-03  0.539251E-02
   0.321883E-03  0.682842E-02
   0.111779E-03  0.823349E-02
   0.120728E-04  0.917255E-02
   0.120728E-04  0.987611E-02
   0.111779E-03  0.100900E-01
   0.321883E-03  0.966556E-02
   0.646155E-03  0.888623E-02
   0.108641E-02  0.776274E-02
   0.164397E-02  0.660255E-02
   0.231948E-02  0.547172E-02
   0.311585E-02  0.444725E-02
   0.403893E-02  0.358145E-02
   0.509835E-02  0.284215E-02
   0.630819E-02  0.222723E-02
   0.768782E-02  0.172814E-02
   0.926301E-02  0.132392E-02
   0.110672E-01  0.100300E-02
   0.131423E-01  0.778509E-03
   0.155399E-01  0.697042E-03
   0.183217E-01  0.419049E-02
   0.215547E-01  0.873363E-02
   0.253000E-01  0.928211E-02
   0.295993E-01  0.835352E-02
   0.344585E-01  0.759623E-02
   0.398401E-01  0.705770E-02
   0.456704E-01  0.664693E-02
   0.518608E-01  0.631238E-02
   0.583278E-01  0.603025E-02
   0.650030E-01  0.578795E-02
   0.718352E-01  0.557746E-02
   0.787879E-01  0.539285E-02
   0.858350E-01  0.522951E-02
   0.929576E-01  0.508375E-02
   0.100142      0.495264E-02
   0.107379      0.483384E-02
   0.114659      0.472548E-02
   0.121977      0.462602E-02
   0.129328      0.453423E-02
   0.136707      0.444909E-02
   0.144112      0.436975E-02
   0.151539      0.429550E-02
   0.158986      0.422576E-02
   0.166451      0.416003E-02
   0.173932      0.409787E-02
   0.181429      0.403893E-02
   0.188938      0.398289E-02
   0.196460      0.392948E-02
   0.203994      0.387846E-02
   0.211537      0.382963E-02
   0.219090      0.378279E-02
   0.226653      0.373780E-02
   0.234223      0.369451E-02
   0.241801      0.365278E-02
   0.249386      0.361252E-02
   0.256978      0.357361E-02
   0.264575      0.353596E-02
   0.272179      0.349950E-02
   0.279788      0.346414E-02
   0.287403      0.342983E-02
   0.295022      0.339649E-02
   0.302646      0.336408E-02
   0.310274      0.333253E-02
   0.317906      0.330181E-02
   0.325542      0.327187E-02
   0.333181      0.324267E-02
   0.340824      0.321417E-02
   0.348471      0.318634E-02
   0.356120      0.315914E-02
   0.363773      0.313255E-02
   0.371428      0.310654E-02
   0.379086      0.308108E-02
   0.386746      0.305615E-02
   0.394409      0.303172E-02
   0.402074      0.300778E-02
   0.409742      0.298430E-02
   0.417411      0.296127E-02
   0.425083      0.293866E-02
   0.432756      0.291646E-02
   0.440432      0.289465E-02
   0.448109      0.287322E-02
   0.455787      0.285215E-02
   0.463467      0.283143E-02
   0.471149      0.281104E-02
   0.478832      0.279097E-02
   0.486517      0.277121E-02
   0.494203      0.275174E-02
   0.501890      0.273255E-02
   0.509578      0.271364E-02
   0.517267      0.269499E-02
   0.524958      0.267658E-02
   0.532649      0.265841E-02
   0.540342      0.264047E-02
   0.548035      0.262275E-02
   0.555729      0.260523E-02
   0.563424      0.258791E-02
   0.571120      0.257077E-02
   0.578816      0.255381E-02
   0.586513      0.253701E-02
   0.594211      0.252037E-02
   0.601909      0.250388E-02
   0.609608      0.248752E-02
   0.617307      0.247128E-02
   0.625007      0.245516E-02
   0.632707      0.243915E-02
   0.640408      0.242322E-02
   0.648109      0.240738E-02
   0.655810      0.239162E-02
   0.663511      0.237591E-02
   0.671213      0.236025E-02
   0.678914      0.234462E-02
   0.686616      0.232902E-02
   0.694318      0.231343E-02
   0.702020      0.229784E-02
   0.709722      0.228224E-02
   0.717424      0.226660E-02
   0.725126      0.225091E-02
   0.732828      0.223516E-02
   0.740530      0.221934E-02
   0.748231      0.220341E-02
   0.755933      0.218737E-02
   0.763634      0.217119E-02
   0.771335      0.215485E-02
   0.779035      0.213833E-02
   0.786735      0.212159E-02
   0.794435      0.210462E-02
   0.802135      0.208738E-02
   0.809834      0.206985E-02
   0.817532      0.205197E-02
   0.825230      0.203372E-02
   0.832927      0.201505E-02
   0.840624      0.199591E-02
   0.848320      0.197624E-02
   0.856015      0.195599E-02
   0.863710      0.193507E-02
   0.871404      0.191342E-02
   0.879097      0.189094E-02
   0.886789      0.186752E-02
   0.894481      0.184304E-02
   0.902171      0.181736E-02
   0.909860      0.179029E-02
   0.917547      0.176163E-02
   0.925232      0.173114E-02
   0.932913      0.169851E-02
   0.940586      0.166338E-02
   0.948245      0.162531E-02
   0.955872      0.158380E-02
   0.963437      0.153832E-02
   0.970874      0.148846E-02
   0.978064      0.143423E-02
   0.984816      0.137661E-02
   0.990902      0.131840E-02
   0.996151      0.126199E-02
    1.00000      0.123416E-02
    1.00010       0.00000    
    1.00397       0.00000    
    1.00823       0.00000    
    1.01293       0.00000    
    1.01810       0.00000    
    1.02381       0.00000    
    1.03011       0.00000    
    1.03704       0.00000    
    1.04469       0.00000    
    1.05312       0.00000    
    1.06241       0.00000    
    1.07266       0.00000    
    1.08395       0.00000    
    1.09639       0.00000    
    1.11011       0.00000    
    1.12524       0.00000    
    1.14191       0.00000    
    1.16029       0.00000    
    1.18055       0.00000    
    1.20288       0.00000    
    1.22750       0.00000    
    1.25463       0.00000    
    1.28454       0.00000    
    1.31752       0.00000    
