#  NACA 0008                                       
#  alpha =   4.0000
#  Mach  =   0.0000
#  Reyn  = 20000000
#  Ncrit =   8.5000
#
#    x           cf
   0.403893E-02  0.711021E-04
   0.311585E-02  0.722845E-03
   0.231948E-02  0.152037E-02
   0.164397E-02  0.263599E-02
   0.108641E-02  0.386858E-02
   0.646155E-03  0.539067E-02
   0.321883E-03  0.682670E-02
   0.111779E-03  0.823162E-02
   0.120728E-04  0.917089E-02
   0.120728E-04  0.987450E-02
   0.111779E-03  0.100887E-01
   0.321883E-03  0.966451E-02
   0.646155E-03  0.888549E-02
   0.108641E-02  0.776228E-02
   0.164397E-02  0.660233E-02
   0.231948E-02  0.547166E-02
   0.311585E-02  0.444727E-02
   0.403893E-02  0.358146E-02
   0.509835E-02  0.284203E-02
   0.630819E-02  0.222677E-02
   0.768782E-02  0.172696E-02
   0.926301E-02  0.132113E-02
   0.110672E-01  0.996753E-03
   0.131423E-01  0.760422E-03
   0.155399E-01  0.647160E-03
   0.183217E-01  0.201050E-02
   0.215547E-01  0.762408E-02
   0.253000E-01  0.928931E-02
   0.295993E-01  0.851082E-02
   0.344585E-01  0.769540E-02
   0.398401E-01  0.711778E-02
   0.456704E-01  0.668829E-02
   0.518608E-01  0.634445E-02
   0.583278E-01  0.605691E-02
   0.650030E-01  0.581094E-02
   0.718352E-01  0.559766E-02
   0.787879E-01  0.541083E-02
   0.858350E-01  0.524567E-02
   0.929576E-01  0.509838E-02
   0.100142      0.496598E-02
   0.107379      0.484607E-02
   0.114659      0.473676E-02
   0.121977      0.463648E-02
   0.129328      0.454397E-02
   0.136707      0.445819E-02
   0.144112      0.437829E-02
   0.151539      0.430354E-02
   0.158986      0.423336E-02
   0.166451      0.416722E-02
   0.173932      0.410470E-02
   0.181429      0.404543E-02
   0.188938      0.398909E-02
   0.196460      0.393541E-02
   0.203994      0.388413E-02
   0.211537      0.383507E-02
   0.219090      0.378802E-02
   0.226653      0.374283E-02
   0.234223      0.369935E-02
   0.241801      0.365745E-02
   0.249386      0.361703E-02
   0.256978      0.357797E-02
   0.264575      0.354019E-02
