#  NACA 0008                                       
#  alpha =   5.0000
#  Mach  =   0.0000
#  Reyn  = 20000000
#  Ncrit =   7.5000
#
#    x           cf
   0.630819E-02  0.768617E-04
   0.509835E-02  0.601679E-03
   0.403893E-02  0.123600E-02
   0.311585E-02  0.214956E-02
   0.231948E-02  0.319652E-02
   0.164397E-02  0.459634E-02
   0.108641E-02  0.612040E-02
   0.646155E-03  0.786429E-02
   0.321883E-03  0.947254E-02
   0.111779E-03  0.108919E-01
   0.120728E-04  0.117205E-01
   0.120728E-04  0.122216E-01
   0.111779E-03  0.121345E-01
   0.321883E-03  0.112499E-01
   0.646155E-03  0.999859E-02
   0.108641E-02  0.840675E-02
   0.164397E-02  0.683997E-02
   0.231948E-02  0.537391E-02
   0.311585E-02  0.407921E-02
   0.403893E-02  0.300412E-02
   0.509835E-02  0.210330E-02
   0.630819E-02  0.137443E-02
   0.768782E-02  0.851492E-03
   0.926301E-02  0.621642E-03
   0.110672E-01  0.445378E-02
   0.131423E-01  0.109541E-01
   0.155399E-01  0.122492E-01
   0.183217E-01  0.110865E-01
   0.215547E-01  0.992784E-02
   0.253000E-01  0.904240E-02
   0.295993E-01  0.835238E-02
   0.344585E-01  0.778777E-02
   0.398401E-01  0.731166E-02
   0.456704E-01  0.690519E-02
   0.518608E-01  0.655678E-02
   0.583278E-01  0.625727E-02
   0.650030E-01  0.599836E-02
   0.718352E-01  0.577293E-02
   0.787879E-01  0.557506E-02
   0.858350E-01  0.539989E-02
   0.929576E-01  0.524351E-02
   0.100142      0.510280E-02
   0.107379      0.497527E-02
   0.114659      0.485891E-02
   0.121977      0.475210E-02
   0.129328      0.465352E-02
   0.136707      0.456208E-02
   0.144112      0.447687E-02
   0.151539      0.439714E-02
   0.158986      0.432227E-02
   0.166451      0.425172E-02
   0.173932      0.418503E-02
   0.181429      0.412180E-02
   0.188938      0.406171E-02
   0.196460      0.400445E-02
   0.203994      0.394979E-02
   0.211537      0.389748E-02
   0.219090      0.384734E-02
   0.226653      0.379918E-02
   0.234223      0.375287E-02
   0.241801      0.370825E-02
   0.249386      0.366522E-02
   0.256978      0.362365E-02
   0.264575      0.358345E-02
   0.272179      0.354452E-02
   0.279788      0.350680E-02
   0.287403      0.347020E-02
   0.295022      0.343466E-02
   0.302646      0.340012E-02
   0.310274      0.336652E-02
   0.317906      0.333380E-02
   0.325542      0.330193E-02
   0.333181      0.327086E-02
   0.340824      0.324055E-02
   0.348471      0.321095E-02
   0.356120      0.318205E-02
   0.363773      0.315379E-02
   0.371428      0.312616E-02
   0.379086      0.309913E-02
   0.386746      0.307266E-02
   0.394409      0.304674E-02
   0.402074      0.302134E-02
   0.409742      0.299643E-02
   0.417411      0.297201E-02
   0.425083      0.294804E-02
   0.432756      0.292451E-02
   0.440432      0.290140E-02
   0.448109      0.287869E-02
   0.455787      0.285637E-02
   0.463467      0.283443E-02
   0.471149      0.281284E-02
   0.478832      0.279159E-02
   0.486517      0.277067E-02
   0.494203      0.275007E-02
   0.501890      0.272976E-02
   0.509578      0.270975E-02
   0.517267      0.269001E-02
   0.524958      0.267054E-02
   0.532649      0.265132E-02
   0.540342      0.263234E-02
   0.548035      0.261360E-02
   0.555729      0.259507E-02
   0.563424      0.257675E-02
   0.571120      0.255862E-02
   0.578816      0.254069E-02
   0.586513      0.252292E-02
   0.594211      0.250533E-02
   0.601909      0.248788E-02
   0.609608      0.247058E-02
   0.617307      0.245341E-02
   0.625007      0.243636E-02
   0.632707      0.241942E-02
   0.640408      0.240258E-02
   0.648109      0.238583E-02
   0.655810      0.236915E-02
   0.663511      0.235254E-02
   0.671213      0.233598E-02
   0.678914      0.231945E-02
   0.686616      0.230295E-02
   0.694318      0.228646E-02
   0.702020      0.226997E-02
   0.709722      0.225346E-02
   0.717424      0.223692E-02
   0.725126      0.222033E-02
   0.732828      0.220367E-02
   0.740530      0.218693E-02
   0.748231      0.217008E-02
   0.755933      0.215311E-02
   0.763634      0.213600E-02
   0.771335      0.211872E-02
   0.779035      0.210125E-02
   0.786735      0.208356E-02
   0.794435      0.206562E-02
   0.802135      0.204741E-02
   0.809834      0.202887E-02
   0.817532      0.200999E-02
   0.825230      0.199072E-02
   0.832927      0.197101E-02
   0.840624      0.195081E-02
   0.848320      0.193007E-02
   0.856015      0.190872E-02
   0.863710      0.188668E-02
   0.871404      0.186389E-02
   0.879097      0.184024E-02
   0.886789      0.181563E-02
   0.894481      0.178993E-02
   0.902171      0.176299E-02
   0.909860      0.173464E-02
   0.917547      0.170469E-02
   0.925232      0.167287E-02
   0.932913      0.163891E-02
   0.940586      0.160244E-02
   0.948245      0.156307E-02
   0.955872      0.152033E-02
   0.963437      0.147375E-02
   0.970874      0.142301E-02
   0.978064      0.136829E-02
   0.984816      0.131072E-02
   0.990902      0.125310E-02
   0.996151      0.119805E-02
    1.00000      0.116889E-02
    1.00010       0.00000    
    1.00397       0.00000    
    1.00823       0.00000    
    1.01293       0.00000    
    1.01810       0.00000    
    1.02381       0.00000    
    1.03011       0.00000    
    1.03704       0.00000    
    1.04469       0.00000    
    1.05312       0.00000    
    1.06241       0.00000    
    1.07265       0.00000    
    1.08394       0.00000    
    1.09639       0.00000    
    1.11011       0.00000    
    1.12523       0.00000    
    1.14190       0.00000    
    1.16028       0.00000    
    1.18053       0.00000    
    1.20286       0.00000    
    1.22747       0.00000    
    1.25460       0.00000    
    1.28450       0.00000    
    1.31747       0.00000    
    1.35380       0.00000    
    1.39385       0.00000    
    1.43800       0.00000    
    1.48666       0.00000    
    1.54029       0.00000    
    1.59941       0.00000    
    1.66458       0.00000    
    1.73641       0.00000    
    1.81559       0.00000    
    1.90286       0.00000    
    1.99905       0.00000    

   0.768782E-02  0.312718E-03
   0.926301E-02  0.559693E-03
   0.110672E-01  0.799365E-03
   0.131423E-01  0.897013E-03
   0.155399E-01  0.102141E-02
   0.183217E-01  0.104712E-02
   0.215547E-01  0.108591E-02
   0.253000E-01  0.107472E-02
   0.295993E-01  0.106163E-02
   0.344585E-01  0.102936E-02
   0.398401E-01  0.993631E-03
   0.456704E-01  0.953542E-03
   0.518608E-01  0.913520E-03
   0.583278E-01  0.874727E-03
   0.650030E-01  0.838069E-03
   0.718352E-01  0.803870E-03
   0.787879E-01  0.772179E-03
   0.858350E-01  0.742879E-03
   0.929576E-01  0.715784E-03
   0.100142      0.690699E-03
   0.107379      0.667431E-03
   0.114659      0.645796E-03
   0.121977      0.625629E-03
   0.129328      0.606782E-03
   0.136707      0.589123E-03
   0.144112      0.572536E-03
   0.151539      0.556921E-03
   0.158986      0.542188E-03
   0.166451      0.528256E-03
   0.173932      0.515057E-03
   0.181429      0.502528E-03
   0.188938      0.490615E-03
   0.196460      0.479269E-03
   0.203994      0.468446E-03
   0.211537      0.458107E-03
   0.219090      0.448217E-03
   0.226653      0.438745E-03
   0.234223      0.429662E-03
   0.241801      0.420942E-03
   0.249386      0.412562E-03
   0.256978      0.404502E-03
   0.264575      0.396742E-03
   0.272179      0.389264E-03
   0.279788      0.382051E-03
   0.287403      0.375090E-03
   0.295022      0.368366E-03
   0.302646      0.361868E-03
   0.310274      0.355583E-03
   0.317906      0.349500E-03
   0.325542      0.343611E-03
   0.333181      0.337905E-03
   0.340824      0.332374E-03
   0.348471      0.327009E-03
   0.356120      0.321805E-03
   0.363773      0.316752E-03
   0.371428      0.311845E-03
   0.379086      0.307078E-03
   0.386746      0.302445E-03
   0.394409      0.297940E-03
   0.402074      0.293557E-03
   0.409742      0.289293E-03
   0.417411      0.285142E-03
   0.425083      0.281100E-03
   0.432756      0.277163E-03
   0.440432      0.273327E-03
   0.448109      0.269587E-03
   0.455787      0.265941E-03
   0.463467      0.262384E-03
   0.471149      0.258913E-03
   0.478832      0.255526E-03
   0.486517      0.252218E-03
   0.494203      0.248988E-03
   0.501890      0.245832E-03
   0.509578      0.242748E-03
   0.517267      0.239733E-03
   0.524958      0.236785E-03
   0.532649      0.233902E-03
   0.540342      0.231083E-03
   0.548035      0.228325E-03
   0.555729      0.225629E-03
   0.563424      0.222993E-03
   0.571120      0.220420E-03
   0.578816      0.217912E-03
   0.586513      0.215473E-03
   0.594211      0.213114E-03
   0.601909      0.210850E-03
   0.609608      0.208711E-03
   0.617307      0.206749E-03
   0.625007      0.205067E-03
   0.632707      0.203886E-03
   0.640408      0.203706E-03
   0.648109      0.206310E-03
   0.655810      0.217855E-03
   0.663511      0.113643E-02
   0.671213      0.214243E-02
   0.678914      0.277880E-02
   0.686616      0.302809E-02
   0.694318      0.308148E-02
   0.702020      0.305865E-02
   0.709722      0.301064E-02
   0.717424      0.295742E-02
   0.725126      0.290642E-02
   0.732828      0.286005E-02
   0.740530      0.281865E-02
   0.748231      0.278182E-02
   0.755933      0.274889E-02
   0.763634      0.271922E-02
   0.771335      0.269218E-02
   0.779035      0.266729E-02
   0.786735      0.264411E-02
   0.794435      0.262231E-02
   0.802135      0.260162E-02
   0.809834      0.258181E-02
   0.817532      0.256271E-02
   0.825230      0.254415E-02
   0.832927      0.252602E-02
   0.840624      0.250819E-02
   0.848320      0.249057E-02
   0.856015      0.247306E-02
   0.863710      0.245557E-02
   0.871404      0.243801E-02
   0.879097      0.242029E-02
   0.886789      0.240229E-02
   0.894481      0.238392E-02
   0.902171      0.236505E-02
   0.909860      0.234552E-02
   0.917547      0.232515E-02
   0.925232      0.230374E-02
   0.932913      0.228101E-02
   0.940586      0.225660E-02
   0.948245      0.223006E-02
   0.955872      0.220080E-02
   0.963437      0.216801E-02
   0.970874      0.213068E-02
   0.978064      0.208771E-02
   0.984816      0.203770E-02
   0.990902      0.198247E-02
   0.996151      0.191127E-02
    1.00000      0.194001E-02
    1.00010       0.00000    
    1.00397       0.00000    
    1.00823       0.00000    
    1.01293       0.00000    
    1.01810       0.00000    
    1.02381       0.00000    
    1.03011       0.00000    
    1.03704       0.00000    
    1.04469       0.00000    
    1.05312       0.00000    
    1.06241       0.00000    
    1.07265       0.00000    
    1.08394       0.00000    
    1.09639       0.00000    
    1.11011       0.00000    
    1.12523       0.00000    
    1.14190       0.00000    
    1.16028       0.00000    
    1.18053       0.00000    
    1.20286       0.00000    
    1.22747       0.00000    
    1.25460       0.00000    
    1.28450       0.00000    
    1.31747       0.00000    
    1.35380       0.00000    
    1.39385       0.00000    
    1.43800       0.00000    
    1.48666       0.00000    
    1.54029       0.00000    
    1.59941       0.00000    
    1.66458       0.00000    
    1.73641       0.00000    
    1.81559       0.00000    
    1.90286       0.00000    
    1.99905       0.00000    

