#  NACA 0008                                       
#  alpha =   5.0000
#  Mach  =   0.0000
#  Reyn  = 20000000
#  Ncrit =   9.0000
#
#    x           cf
   0.630819E-02  0.744725E-04
   0.509835E-02  0.598496E-03
   0.403893E-02  0.123271E-02
   0.311585E-02  0.214497E-02
   0.231948E-02  0.319191E-02
   0.164397E-02  0.459028E-02
   0.108641E-02  0.611411E-02
   0.646155E-03  0.785694E-02
   0.321883E-03  0.946509E-02
   0.111779E-03  0.108842E-01
   0.120728E-04  0.117132E-01
   0.120728E-04  0.122149E-01
   0.111779E-03  0.121285E-01
   0.321883E-03  0.112452E-01
   0.646155E-03  0.999498E-02
   0.108641E-02  0.840411E-02
   0.164397E-02  0.683790E-02
   0.231948E-02  0.537179E-02
   0.311585E-02  0.407603E-02
   0.403893E-02  0.299791E-02
   0.509835E-02  0.208945E-02
   0.630819E-02  0.134281E-02
   0.768782E-02  0.768087E-03
   0.926301E-02  0.416887E-03
   0.110672E-01  0.767354E-03
   0.131423E-01  0.833317E-02
   0.155399E-01  0.118811E-01
   0.183217E-01  0.113619E-01
   0.215547E-01  0.101477E-01
   0.253000E-01  0.917860E-02
   0.295993E-01  0.843977E-02
   0.344585E-01  0.785013E-02
   0.398401E-01  0.736048E-02
   0.456704E-01  0.694565E-02
   0.518608E-01  0.659138E-02
   0.583278E-01  0.628739E-02
   0.650030E-01  0.602492E-02
   0.718352E-01  0.579660E-02
   0.787879E-01  0.559632E-02
   0.858350E-01  0.541914E-02
   0.929576E-01  0.526107E-02
   0.100142      0.511891E-02
   0.107379      0.499013E-02
   0.114659      0.487270E-02
   0.121977      0.476495E-02
   0.129328      0.466554E-02
   0.136707      0.457336E-02
   0.144112      0.448750E-02
   0.151539      0.440719E-02
   0.158986      0.433179E-02
   0.166451      0.426077E-02
   0.173932      0.419364E-02
   0.181429      0.413002E-02
   0.188938      0.406957E-02
   0.196460      0.401199E-02
   0.203994      0.395702E-02
   0.211537      0.390443E-02
   0.219090      0.385403E-02
   0.226653      0.380564E-02
   0.234223      0.375910E-02
   0.241801      0.371428E-02
   0.249386      0.367105E-02
   0.256978      0.362929E-02
