#  NACA 0008                                       
#  alpha =   2.0000
#  Mach  =   0.0000
#  Reyn  = 20000000
#  Ncrit =   8.5000
#
#    x           cf
   0.646155E-03  0.829729E-03
   0.321883E-03  0.201738E-02
   0.111779E-03  0.311791E-02
   0.120728E-04  0.430526E-02
   0.120728E-04  0.515351E-02
   0.111779E-03  0.593048E-02
   0.321883E-03  0.620889E-02
   0.646155E-03  0.625615E-02
   0.108641E-02  0.593267E-02
   0.164397E-02  0.548797E-02
   0.231948E-02  0.494169E-02
   0.311585E-02  0.438523E-02
   0.403893E-02  0.386918E-02
   0.509835E-02  0.339054E-02
   0.630819E-02  0.296533E-02
   0.768782E-02  0.259649E-02
   0.926301E-02  0.227453E-02
   0.110672E-01  0.199355E-02
   0.131423E-01  0.175045E-02
   0.155399E-01  0.154007E-02
   0.183217E-01  0.135794E-02
   0.215547E-01  0.120058E-02
   0.253000E-01  0.106536E-02
   0.295993E-01  0.950096E-03
   0.344585E-01  0.852789E-03
   0.398401E-01  0.771587E-03
   0.456704E-01  0.704224E-03
   0.518608E-01  0.648930E-03
   0.583278E-01  0.606090E-03
   0.650030E-01  0.583839E-03
   0.718352E-01  0.149161E-02
   0.787879E-01  0.468439E-02
   0.858350E-01  0.569939E-02
   0.929576E-01  0.547166E-02
   0.100142      0.516562E-02
   0.107379      0.494034E-02
   0.114659      0.477281E-02
   0.121977      0.463933E-02
   0.129328      0.452661E-02
   0.136707      0.442770E-02
   0.144112      0.433884E-02
   0.151539      0.425781E-02
   0.158986      0.418320E-02
   0.166451      0.411400E-02
   0.173932      0.404946E-02
   0.181429      0.398898E-02
   0.188938      0.393208E-02
   0.196460      0.387837E-02
   0.203994      0.382749E-02
   0.211537      0.377917E-02
   0.219090      0.373315E-02
   0.226653      0.368921E-02
   0.234223      0.364718E-02
   0.241801      0.360688E-02
   0.249386      0.356817E-02
   0.256978      0.353092E-02
   0.264575      0.349503E-02
   0.272179      0.346038E-02
   0.279788      0.342690E-02
   0.287403      0.339450E-02
   0.295022      0.336311E-02
   0.302646      0.333266E-02
   0.310274      0.330310E-02
   0.317906      0.327437E-02
   0.325542      0.324642E-02
   0.333181      0.321921E-02
   0.340824      0.319270E-02
   0.348471      0.316684E-02
   0.356120      0.314162E-02
   0.363773      0.311699E-02
   0.371428      0.309292E-02
   0.379086      0.306939E-02
   0.386746      0.304638E-02
   0.394409      0.302385E-02
   0.402074      0.300179E-02
   0.409742      0.298018E-02
   0.417411      0.295899E-02
   0.425083      0.293821E-02
   0.432756      0.291782E-02
   0.440432      0.289781E-02
   0.448109      0.287816E-02
   0.455787      0.285885E-02
   0.463467      0.283987E-02
   0.471149      0.282121E-02
   0.478832      0.280286E-02
   0.486517      0.278479E-02
   0.494203      0.276701E-02
   0.501890      0.274949E-02
   0.509578      0.273224E-02
   0.517267      0.271523E-02
   0.524958      0.269845E-02
   0.532649      0.268191E-02
   0.540342      0.266557E-02
   0.548035      0.264945E-02
   0.555729      0.263352E-02
   0.563424      0.261778E-02
   0.571120      0.260222E-02
   0.578816      0.258682E-02
   0.586513      0.257159E-02
   0.594211      0.255650E-02
   0.601909      0.254156E-02
   0.609608      0.252674E-02
   0.617307      0.251205E-02
   0.625007      0.249747E-02
   0.632707      0.248300E-02
   0.640408      0.246861E-02
   0.648109      0.245431E-02
   0.655810      0.244009E-02
   0.663511      0.242592E-02
   0.671213      0.241181E-02
   0.678914      0.239774E-02
   0.686616      0.238370E-02
   0.694318      0.236968E-02
   0.702020      0.235566E-02
   0.709722      0.234163E-02
   0.717424      0.232759E-02
   0.725126      0.231351E-02
   0.732828      0.229938E-02
   0.740530      0.228518E-02
   0.748231      0.227090E-02
   0.755933      0.225653E-02
   0.763634      0.224203E-02
   0.771335      0.222740E-02
   0.779035      0.221260E-02
   0.786735      0.219762E-02
   0.794435      0.218243E-02
   0.802135      0.216700E-02
   0.809834      0.215130E-02
   0.817532      0.213530E-02
   0.825230      0.211896E-02
   0.832927      0.210223E-02
   0.840624      0.208508E-02
   0.848320      0.206745E-02
   0.856015      0.204928E-02
   0.863710      0.203051E-02
   0.871404      0.201105E-02
   0.879097      0.199082E-02
   0.886789      0.196972E-02
   0.894481      0.194763E-02
   0.902171      0.192440E-02
   0.909860      0.189986E-02
   0.917547      0.187381E-02
