#  NACA 0008                                       
#  alpha =   2.0000
#  Mach  =   0.0000
#  Reyn  = 20000000
#  Ncrit =   9.0000
#
#    x           cf
   0.646155E-03  0.828662E-03
   0.321883E-03  0.201618E-02
   0.111779E-03  0.311670E-02
   0.120728E-04  0.430407E-02
   0.120728E-04  0.515238E-02
   0.111779E-03  0.592949E-02
   0.321883E-03  0.620807E-02
   0.646155E-03  0.625552E-02
   0.108641E-02  0.593223E-02
   0.164397E-02  0.548769E-02
   0.231948E-02  0.494155E-02
   0.311585E-02  0.438520E-02
   0.403893E-02  0.386922E-02
   0.509835E-02  0.339064E-02
   0.630819E-02  0.296546E-02
   0.768782E-02  0.259666E-02
   0.926301E-02  0.227471E-02
   0.110672E-01  0.199374E-02
   0.131423E-01  0.175064E-02
   0.155399E-01  0.154026E-02
   0.183217E-01  0.135811E-02
   0.215547E-01  0.120074E-02
   0.253000E-01  0.106550E-02
   0.295993E-01  0.950194E-03
   0.344585E-01  0.852825E-03
   0.398401E-01  0.771509E-03
   0.456704E-01  0.703883E-03
   0.518608E-01  0.648000E-03
   0.583278E-01  0.602551E-03
   0.650030E-01  0.570048E-03
   0.718352E-01  0.565534E-03
   0.787879E-01  0.345027E-02
   0.858350E-01  0.537251E-02
   0.929576E-01  0.556135E-02
   0.100142      0.526941E-02
   0.107379      0.501581E-02
   0.114659      0.482699E-02
   0.121977      0.468049E-02
   0.129328      0.455983E-02
   0.136707      0.445584E-02
   0.144112      0.436349E-02
   0.151539      0.427989E-02
   0.158986      0.420327E-02
   0.166451      0.413244E-02
   0.173932      0.406652E-02
   0.181429      0.400485E-02
   0.188938      0.394692E-02
   0.196460      0.389229E-02
   0.203994      0.384060E-02
   0.211537      0.379154E-02
   0.219090      0.374485E-02
   0.226653      0.370032E-02
   0.234223      0.365773E-02
   0.241801      0.361693E-02
   0.249386      0.357776E-02
   0.256978      0.354009E-02
   0.264575      0.350381E-02
   0.272179      0.346881E-02
   0.279788      0.343499E-02
   0.287403      0.340228E-02
   0.295022      0.337060E-02
   0.302646      0.333988E-02
   0.310274      0.331007E-02
   0.317906      0.328110E-02
   0.325542      0.325293E-02
   0.333181      0.322551E-02
   0.340824      0.319880E-02
   0.348471      0.317277E-02
   0.356120      0.314737E-02
   0.363773      0.312257E-02
   0.371428      0.309835E-02
   0.379086      0.307467E-02
   0.386746      0.305152E-02
   0.394409      0.302886E-02
   0.402074      0.300667E-02
   0.409742      0.298494E-02
   0.417411      0.296363E-02
   0.425083      0.294274E-02
   0.432756      0.292225E-02
   0.440432      0.290214E-02
   0.448109      0.288239E-02
   0.455787      0.286299E-02
   0.463467      0.284392E-02
   0.471149      0.282518E-02
   0.478832      0.280674E-02
   0.486517      0.278860E-02
   0.494203      0.277074E-02
   0.501890      0.275315E-02
   0.509578      0.273583E-02
   0.517267      0.271875E-02
   0.524958      0.270191E-02
   0.532649      0.268530E-02
   0.540342      0.266891E-02
   0.548035      0.265272E-02
   0.555729      0.263674E-02
   0.563424      0.262094E-02
   0.571120      0.260533E-02
   0.578816      0.258988E-02
   0.586513      0.257460E-02
   0.594211      0.255947E-02
   0.601909      0.254447E-02
   0.609608      0.252962E-02
   0.617307      0.251488E-02
   0.625007      0.250026E-02
   0.632707      0.248574E-02
   0.640408      0.247132E-02
   0.648109      0.245698E-02
   0.655810      0.244271E-02
   0.663511      0.242851E-02
   0.671213      0.241437E-02
   0.678914      0.240026E-02
   0.686616      0.238618E-02
   0.694318      0.237213E-02
   0.702020      0.235808E-02
   0.709722      0.234402E-02
   0.717424      0.232995E-02
   0.725126      0.231583E-02
   0.732828      0.230168E-02
   0.740530      0.228745E-02
   0.748231      0.227315E-02
   0.755933      0.225874E-02
   0.763634      0.224422E-02
   0.771335      0.222956E-02
   0.779035      0.221474E-02
   0.786735      0.219973E-02
   0.794435      0.218452E-02
   0.802135      0.216906E-02
   0.809834      0.215334E-02
   0.817532      0.213731E-02
   0.825230      0.212095E-02
   0.832927      0.210420E-02
   0.840624      0.208703E-02
   0.848320      0.206938E-02
   0.856015      0.205118E-02
   0.863710      0.203239E-02
   0.871404      0.201291E-02
   0.879097      0.199266E-02
   0.886789      0.197154E-02
   0.894481      0.194942E-02
   0.902171      0.192617E-02
   0.909860      0.190161E-02
   0.917547      0.187553E-02
   0.925232      0.184769E-02
   0.932913      0.181777E-02
   0.940586      0.178539E-02
   0.948245      0.175007E-02
   0.955872      0.171124E-02
   0.963437      0.166827E-02
   0.970874      0.162052E-02
   0.978064      0.156773E-02
   0.984816      0.151049E-02
   0.990902      0.145152E-02
   0.996151      0.139251E-02
    1.00000      0.137090E-02
    1.00010       0.00000    
    1.00397       0.00000    
    1.00823       0.00000    
    1.01293       0.00000    
    1.01810       0.00000    
    1.02381       0.00000    
    1.03011       0.00000    
    1.03704       0.00000    
    1.04469       0.00000    
    1.05312       0.00000    
    1.06241       0.00000    
    1.07266       0.00000    
    1.08395       0.00000    
    1.09640       0.00000    
    1.11012       0.00000    
    1.12525       0.00000    
    1.14192       0.00000    
    1.16031       0.00000    
    1.18057       0.00000    
    1.20291       0.00000    
    1.22753       0.00000    
    1.25467       0.00000    
    1.28460       0.00000    
    1.31758       0.00000    
    1.35394       0.00000    
    1.39402       0.00000    
    1.43820       0.00000    
    1.48691       0.00000    
    1.54059       0.00000    
    1.59978       0.00000    
    1.66502       0.00000    
    1.73693       0.00000    
    1.81621       0.00000    
    1.90360       0.00000    
    1.99993       0.00000    

   0.108641E-02  0.975127E-04
   0.164397E-02  0.816645E-03
   0.231948E-02  0.136217E-02
   0.311585E-02  0.167734E-02
   0.403893E-02  0.190706E-02
   0.509835E-02  0.199084E-02
   0.630819E-02  0.203477E-02
   0.768782E-02  0.201061E-02
   0.926301E-02  0.196243E-02
   0.110672E-01  0.188687E-02
   0.131423E-01  0.179876E-02
   0.155399E-01  0.170100E-02
   0.183217E-01  0.159848E-02
   0.215547E-01  0.149414E-02
   0.253000E-01  0.139090E-02
   0.295993E-01  0.129133E-02
   0.344585E-01  0.119775E-02
   0.398401E-01  0.111200E-02
   0.456704E-01  0.103485E-02
   0.518608E-01  0.966400E-03
   0.583278E-01  0.906151E-03
   0.650030E-01  0.853099E-03
   0.718352E-01  0.806265E-03
   0.787879E-01  0.764737E-03
   0.858350E-01  0.727695E-03
   0.929576E-01  0.694436E-03
   0.100142      0.664395E-03
   0.107379      0.637104E-03
   0.114659      0.612177E-03
   0.121977      0.589294E-03
   0.129328      0.568189E-03
   0.136707      0.548643E-03
   0.144112      0.530469E-03
   0.151539      0.513511E-03
   0.158986      0.497636E-03
   0.166451      0.482730E-03
   0.173932      0.468695E-03
   0.181429      0.455447E-03
   0.188938      0.442912E-03
   0.196460      0.431027E-03
   0.203994      0.419735E-03
   0.211537      0.408988E-03
   0.219090      0.398742E-03
   0.226653      0.388956E-03
   0.234223      0.379598E-03
   0.241801      0.370635E-03
   0.249386      0.362042E-03
   0.256978      0.353792E-03
   0.264575      0.345863E-03
   0.272179      0.338236E-03
   0.279788      0.330890E-03
   0.287403      0.323810E-03
   0.295022      0.316982E-03
   0.302646      0.310390E-03
   0.310274      0.304023E-03
   0.317906      0.297869E-03
   0.325542      0.291918E-03
   0.333181      0.286163E-03
   0.340824      0.280594E-03
   0.348471      0.275207E-03
   0.356120      0.269998E-03
   0.363773      0.264965E-03
   0.371428      0.260112E-03
   0.379086      0.255448E-03
   0.386746      0.250992E-03
   0.394409      0.246784E-03
   0.402074      0.242903E-03
   0.409742      0.239515E-03
   0.417411      0.237002E-03
   0.425083      0.236477E-03
   0.432756      0.242066E-03
   0.440432      0.683279E-03
   0.448109      0.198801E-02
   0.455787      0.302713E-02
   0.463467      0.344571E-02
   0.471149      0.352067E-02
   0.478832      0.347747E-02
   0.486517      0.340419E-02
   0.494203      0.332955E-02
   0.501890      0.326188E-02
   0.509578      0.320265E-02
   0.517267      0.315114E-02
   0.524958      0.310606E-02
   0.532649      0.306614E-02
   0.540342      0.303032E-02
   0.548035      0.299775E-02
   0.555729      0.296777E-02
   0.563424      0.293989E-02
   0.571120      0.291373E-02
   0.578816      0.288900E-02
   0.586513      0.286549E-02
   0.594211      0.284302E-02
   0.601909      0.282145E-02
   0.609608      0.280068E-02
   0.617307      0.278061E-02
   0.625007      0.276118E-02
   0.632707      0.274233E-02
   0.640408      0.272400E-02
   0.648109      0.270614E-02
   0.655810      0.268871E-02
   0.663511      0.267168E-02
   0.671213      0.265502E-02
   0.678914      0.263868E-02
   0.686616      0.262265E-02
   0.694318      0.260690E-02
   0.702020      0.259140E-02
   0.709722      0.257612E-02
   0.717424      0.256104E-02
   0.725126      0.254614E-02
   0.732828      0.253140E-02
   0.740530      0.251679E-02
   0.748231      0.250229E-02
   0.755933      0.248787E-02
   0.763634      0.247352E-02
   0.771335      0.245921E-02
   0.779035      0.244491E-02
   0.786735      0.243060E-02
   0.794435      0.241625E-02
   0.802135      0.240183E-02
   0.809834      0.238731E-02
   0.817532      0.237267E-02
   0.825230      0.235785E-02
   0.832927      0.234284E-02
   0.840624      0.232757E-02
   0.848320      0.231201E-02
   0.856015      0.229610E-02
   0.863710      0.227978E-02
   0.871404      0.226299E-02
   0.879097      0.224564E-02
   0.886789      0.222764E-02
   0.894481      0.220888E-02
   0.902171      0.218924E-02
   0.909860      0.216855E-02
   0.917547      0.214663E-02
   0.925232      0.212323E-02
   0.932913      0.209805E-02
   0.940586      0.207070E-02
   0.948245      0.204070E-02
   0.955872      0.200738E-02
   0.963437      0.196994E-02
   0.970874      0.192741E-02
   0.978064      0.187889E-02
   0.984816      0.182374E-02
   0.990902      0.176416E-02
   0.996151      0.169678E-02
    1.00000      0.169804E-02
    1.00010       0.00000    
    1.00397       0.00000    
    1.00823       0.00000    
    1.01293       0.00000    
    1.01810       0.00000    
    1.02381       0.00000    
    1.03011       0.00000    
    1.03704       0.00000    
    1.04469       0.00000    
    1.05312       0.00000    
    1.06241       0.00000    
    1.07266       0.00000    
    1.08395       0.00000    
    1.09640       0.00000    
    1.11012       0.00000    
    1.12525       0.00000    
    1.14192       0.00000    
    1.16031       0.00000    
    1.18057       0.00000    
    1.20291       0.00000    
    1.22753       0.00000    
    1.25467       0.00000    
    1.28460       0.00000    
    1.31758       0.00000    
    1.35394       0.00000    
    1.39402       0.00000    
    1.43820       0.00000    
    1.48691       0.00000    
    1.54059       0.00000    
    1.59978       0.00000    
    1.66502       0.00000    
    1.73693       0.00000    
    1.81621       0.00000    
    1.90360       0.00000    
    1.99993       0.00000    

