#  NACA 4417                                       
#  alpha =   2.0000
#  Mach  =   0.0000
#  Reyn  = 20000000
#  Ncrit =   8.5000
#
#    x           cf
   0.639178E-03  0.136482E-03
   0.403039E-03  0.358873E-03
   0.223492E-03  0.573615E-03
   0.983052E-04  0.778583E-03
   0.249266E-04  0.970497E-03
   0.279266E-07  0.115165E-02
   0.214136E-04  0.132371E-02
   0.894940E-04  0.148580E-02
   0.205926E-03  0.163536E-02
   0.371664E-03  0.177241E-02
   0.587159E-03  0.189510E-02
   0.853062E-03  0.200206E-02
   0.117003E-02  0.209539E-02
   0.153851E-02  0.217239E-02
   0.195874E-02  0.223628E-02
   0.243096E-02  0.228577E-02
   0.295545E-02  0.232275E-02
   0.353243E-02  0.234830E-02
   0.416216E-02  0.236276E-02
   0.484492E-02  0.236835E-02
   0.558107E-02  0.236520E-02
   0.637104E-02  0.235497E-02
   0.721537E-02  0.233873E-02
   0.811471E-02  0.231666E-02
   0.906980E-02  0.229106E-02
   0.100816E-01  0.226067E-02
   0.111511E-01  0.222863E-02
   0.122796E-01  0.219283E-02
   0.134684E-01  0.215662E-02
   0.147191E-01  0.211763E-02
   0.160334E-01  0.207897E-02
   0.174134E-01  0.203840E-02
   0.188611E-01  0.199859E-02
   0.203791E-01  0.195755E-02
   0.219698E-01  0.191754E-02
   0.236361E-01  0.187678E-02
   0.253812E-01  0.183721E-02
   0.272085E-01  0.179723E-02
   0.291215E-01  0.175850E-02
   0.311243E-01  0.171965E-02
   0.332211E-01  0.168195E-02
   0.354164E-01  0.164447E-02
   0.377151E-01  0.160787E-02
   0.401224E-01  0.157185E-02
   0.426437E-01  0.153639E-02
   0.452848E-01  0.150180E-02
   0.480519E-01  0.146758E-02
   0.509512E-01  0.143419E-02
   0.539893E-01  0.140132E-02
   0.571731E-01  0.136898E-02
   0.605093E-01  0.133732E-02
   0.640051E-01  0.130611E-02
   0.676674E-01  0.127539E-02
   0.715029E-01  0.124522E-02
   0.755182E-01  0.121547E-02
   0.797194E-01  0.118613E-02
   0.841122E-01  0.115721E-02
   0.887014E-01  0.112869E-02
   0.934910E-01  0.110050E-02
   0.984841E-01  0.107265E-02
   0.103683      0.104511E-02
   0.109087      0.101788E-02
   0.114697      0.990917E-03
   0.120509      0.964218E-03
   0.126522      0.937767E-03
   0.132730      0.911552E-03
   0.139128      0.885563E-03
   0.145709      0.859789E-03
   0.152466      0.834217E-03
   0.159391      0.808837E-03
   0.166475      0.783640E-03
   0.173710      0.758615E-03
   0.181086      0.733753E-03
   0.188597      0.709043E-03
   0.196233      0.684473E-03
   0.203986      0.660032E-03
   0.211850      0.635708E-03
   0.219816      0.611486E-03
   0.227878      0.587353E-03
   0.236031      0.563294E-03
   0.244267      0.539296E-03
   0.252583      0.515349E-03
   0.260974      0.491450E-03
   0.269434      0.467609E-03
   0.277962      0.443873E-03
   0.286553      0.420366E-03
   0.295204      0.397422E-03
   0.303913      0.375879E-03
   0.312677      0.359106E-03
   0.321497      0.359477E-03
   0.330370      0.192194E-02
   0.339297      0.508263E-02
   0.348277      0.644289E-02
   0.357313      0.654150E-02
   0.366406      0.630705E-02
   0.375560      0.604575E-02
   0.384782      0.581539E-02
   0.394077      0.560368E-02
   0.403461      0.539211E-02
   0.412938      0.523453E-02
   0.422492      0.510726E-02
   0.432115      0.499427E-02
   0.441798      0.488980E-02
   0.451532      0.479164E-02
   0.461312      0.469816E-02
   0.471133      0.460856E-02
   0.480990      0.452229E-02
   0.490878      0.443895E-02
   0.500795      0.435826E-02
   0.510737      0.427997E-02
   0.520703      0.420385E-02
   0.530689      0.412974E-02
   0.540694      0.405745E-02
   0.550716      0.398683E-02
   0.560754      0.391774E-02
   0.570805      0.385004E-02
   0.580869      0.378361E-02
   0.590944      0.371833E-02
   0.601028      0.365408E-02
   0.611122      0.359076E-02
   0.621224      0.352827E-02
   0.631332      0.346651E-02
   0.641445      0.340539E-02
   0.651563      0.334481E-02
   0.661685      0.328468E-02
   0.671809      0.322492E-02
   0.681935      0.316542E-02
   0.692061      0.310611E-02
   0.702187      0.304688E-02
   0.712311      0.298765E-02
   0.722433      0.292832E-02
   0.732550      0.286879E-02
   0.742662      0.280896E-02
   0.752767      0.274871E-02
   0.762864      0.268795E-02
   0.772950      0.262654E-02
   0.783024      0.256435E-02
   0.793082      0.250126E-02
   0.803122      0.243711E-02
   0.813139      0.237175E-02
   0.823130      0.230500E-02
   0.833089      0.223668E-02
   0.843009      0.216658E-02
   0.852881      0.209450E-02
   0.862696      0.202020E-02
   0.872441      0.194343E-02
